entity_id,relevant,wildlife,contactable,problem,source_categories,n_sources,name,address,telephone,e-mail,station_url,service_area,accepted_animals,description,source_urls
1362,yes,no,yes,,LIST,1,"Tierschutzverein Strausberg, Rüdersdorf u.U.e.V.","Ernst-Thälmann-Straße 45, 15344 Strausberg","[""0175 2308427""]",,"[""https://www.tierheim-gesucht.de/tierheime/strausberg""]","Strausberg, Rüdersdorf","[""[]""]",,https://tierheim-gesucht.de/tierheime/brandenburg
1376,yes,no,yes,,LIST,1,Tierschutzverein Ostprignitz- Ruppin e.V.,"Ernst-Toller-Str. 6, 16816 Neuruppin","[""0173 6341704""]",,"[""https://www.tierheim-gesucht.de/tierheime/neuruppin""]",Neuruppin,"[""[]""]",,https://tierheim-gesucht.de/tierheime/brandenburg
1389,yes,no,yes,,LIST,1,Tierschutzverein Fliedetal e.V.,"Emil-Sauer-Str. 20, 36119 Neuhof","[""0171 8587169""]",,"[""https://www.tierheim-gesucht.de/tierheime/neuhof""]",Neuhof,"[""[]""]",,https://tierheim-gesucht.de/tierheime/hessen
1418,yes,no,yes,formatting: street number fused with postcode,LIST,1,Tierschutzverein Salzgitter,Am Pfingstanger 4038259 Salzgitter,"[""05341 47886""]",,"[""https://www.tierheim-gesucht.de/tierheime/salzgitter""]",Salzgitter,"[""[]""]",,https://tierheim-gesucht.de/tierheime/niedersachsen
1423,yes,no,yes,formatting: street number fused with postcode,LIST,1,Tierheim Meppen,Fuchsweg 249733 Haren,"[""05932 4095""]",,"[""https://www.tierheim-gesucht.de/tierheime/haren""]",Haren,"[""[]""]",,https://tierheim-gesucht.de/tierheime/niedersachsen
1427,yes,no,yes,formatting: street number fused with postcode,LIST,1,Tierheim Borkum,Upholmstraße 8026757 Borkum,"[""04922 990084""]",,"[""https://www.tierheim-gesucht.de/tierheime/borkum""]",Borkum,"[""[]""]",,https://tierheim-gesucht.de/tierheime/niedersachsen
1446,yes,no,yes,,LIST,1,Förderverein Eifeltierheim e.V.,"Postfach 13, 54503 Wittlich",,,"[""https://www.tierheim-gesucht.de/tierschutzvereine/wittlich""]",Wittlich,"[""[]""]",,https://tierheim-gesucht.de/tierheime/rheinland-pfalz
1494,yes,no,yes,formatting: street number fused with postcode,LIST,1,Tierheim Wittenberg,Belziger Chaussee 1806886 Lutherstadt Wittenberg,"[""03491 7949232""]",,"[""https://www.tierheim-gesucht.de/tierheime/lutherstadt-wittenberg""]",Lutherstadt Wittenberg,"[""[]""]",,https://tierheim-gesucht.de/tierheime/sachsen-anhalt
1539,yes,yes,no,no contact: town only,LIST,1,Wildnis im Herzen Eppendorf,09575 Eppendorf,,,,Eppendorf,"[""[\""Rehkitze\"", \""verletzte Rehe\"", \""F\\u00fcchse (Welpen bzw. Jungtiere)\"", \""Waschb\\u00e4ren (Welpen bzw. Jungtiere)\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-dresden-chemnitz-leipzig-sachsen
1567,yes,yes,yes,,LIST,1,NABU Greif- und Eulenstation Rüdershausen,27356 Rotenburg/Wümme,"[""04261 15 13""]",,,Niedersachsen,"[""[\""Eulen\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-schleswig-holstein-bremen-hamburg
1574,yes,yes,no,no contact: town only,LIST,1,Igel und Eichhörnchen private Pflegestelle,29303 Bergen,,,,Bremen,"[""[\""Igel\"", \""Eichh\\u00f6rnchen\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-schleswig-holstein-bremen-hamburg
1626,yes,yes,yes,,LIST,1,Vogelschutzwarte Storchenhof Loburg e.V.,39279 Loburg,"[""039245 2516 2274""]",,"[""https://www.storchenhof-loburg.de/startseite.html""]",,"[""[\""St\\u00f6rche und andere Schreitv\\u00f6gel\"", \""Greifv\\u00f6gel und sonstige Gro\\u00dfv\\u00f6gel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-hannover-goettingen-niedersachsen
1646,yes,yes,yes,formatting: phone left in description,LIST,1,Private Pflegestelle für Kleinsäuger,46282 Dorsten,,,,NRW,"[""[\""Igel\"", \""V\\u00f6gel\""]""]","Private Pflegestelle für Kleinsäuger ,Igel, Vögel M: 0177 237 65 31",https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-nrw-nordrhein-westfalen
1653,yes,yes,yes,,LIST,1,Greifvogelhilfe Münsterland,48231 Warendorf,,"[""info@gvhm.de""]","[""https://greifvogelhilfe-muensterland.de""]",NRW,"[""[\""Greifv\\u00f6gel\"", \""Falken\"", \""Eulen\""]""]","Greifvogelhilfe Münsterland (https://greifvogelhilfe-muensterland.de): Greifvögel, Falken und Eulen M: 0160 30 33 333 info@gvhm.de (mailto:info@gvhm.de)",https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-nrw-nordrhein-westfalen
1684,yes,yes,no,no contact: town only,LIST,1,Mareikes Pappelstation (Kausen),57520 Kausen,,,,Kausen,"[""[\""Eichh\\u00f6rnchen\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-rheinland-pfalz-saarland-nrw
1701,yes,yes,yes,,LIST,1,Private Pflegestation Steffi Kruse,65510 Idstein,,"[""steffi-kruse@gmx.net""]",,Idstein,"[""[\""Flederm\\u00e4use\"", \""Bilche\"", \""Kleinnager\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-hessen-rheinland-pfalz-saarland
1706,yes,yes,yes,,LIST,1,Wildtierauffangstation Eppelborn,66571 Eppelborn,"[""0681 9712 839""]",,"[""http://www.nabu-nk.de/pages/infos_pdf/Wildtierauffangstationleserlich.pdf""]",Eppelborn,"[""[\""S\\u00e4ugetiere\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-hessen-rheinland-pfalz-saarland
1730,yes,yes,yes,,LIST,1,Ehrenamtliche Wildvogelhilfe e.V. Lampertheim,68623 Lampertheim,,,"[""https://ehrenamtliche-wildvogelhilfe.de/""]",Lampertheim,"[""[\""kleine Insektenfresser\"", \""Maisen\"", \""Rotschw\\u00e4nzchen\"", \""Schwalben\"", \""Spechte\"", \""Eisv\\u00f6gel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-hessen-rheinland-pfalz-saarland
1758,yes,yes,yes,,LIST,1,Störche Station Freiburg,79112 Freiburg,"[""07664 4644""]",,,Baden-Württemberg,"[""[\""St\\u00f6rche\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-baden-wuerttemberg-stuttgart-tuebingen
1770,unsure,unsure,yes,"scope: advice line, takes no animals",LIST,1,Igelstation Weilheim,82380 Peißenberg,"[""0881 1359 142""]",,,,"[""[]""]",Igelberatung KEINE Aufnahme,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-bayern-muenchen
1787,yes,yes,yes,,LIST|STATION,2,Eichhörnchenhilfe,89231 Neu-Ulm,,,"[""https://www.eichhoernchenhilfe-neu-ulm.de/"", ""https://www.instagram.com/eichhoernchenhilfe_ulm_neuulm/""]",,"[""[]"", ""[\""Eichh\\u00f6rnchen\""]""]","Wir sind eine private, auf Eichhörnchen spezialisierte Auffangstation und Pflegestelle in Neu-Ulm. In Not geratene Tiere werden bei uns liebevoll und sachkundig betreut, bis sie schließlich wieder ausgewildert werden können. Für die tierärztliche Versorgung besteht eine enge Kooperation mit einer Kleintierpraxis in der Nähe. Wir besitzen die Sachkunde nach §11 des Tierschutzgesetzes.",https://eichhoernchenhilfe-neu-ulm.de/ https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-bayern-muenchen
1814,yes,yes,no,no contact: town only,LIST,1,Wildtierhilfe-Spessart Sandra Herr,97785 Mittelsinn,,,,,"[""[\""Eichh\\u00f6rnchen\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-bayern-franken-thueringen
1825,yes,yes,yes,,SHELTER,1,Igelhilfe Schwaben e.V.,Nibelungenring 40,"[""0821/467569""]",,"[""https://www.igelhilfe-schwaben.de/""]",,"[""[\""\""]""]",,https://igelhilfe-schwaben.de/kontakt-and-spendenkonto
1863,yes,yes,yes,,LIST,1,Rehkitzrettung Buchen e. V.,Buchen,,,"[""https://www.rehkitzrettung-buchen.de/""]",,"[""[]""]",,https://kitzrettung-hilfe.de/kitzretter-baden-wuerttemberg
1873,yes,yes,yes,,LIST,1,Rehkitzrettung Rhein-Neckar,Gaiberg,,,"[""http://rehkitzrettung-rhein-neckar.de/""]",,"[""[]""]",,https://kitzrettung-hilfe.de/kitzretter-baden-wuerttemberg
1885,yes,yes,yes,,LIST,1,Naturlandstiftung Baden,Kehl,,,"[""https://www.naturlandstiftung.org/kitzrettung""]",,"[""[]""]",,https://kitzrettung-hilfe.de/kitzretter-baden-wuerttemberg
1899,yes,yes,yes,,LIST,1,Rehkitzrettung Öschbachtal,Mössingen,,,"[""https://www.facebook.com/rehkitzrettung.oeschbachtal""]",,"[""[]""]",,https://kitzrettung-hilfe.de/kitzretter-baden-wuerttemberg
1904,yes,yes,yes,,LIST,1,Tierrettung Unterland e. V.,Neckarsulm,,,"[""https://www.tierrettung-unterland.de/""]",,"[""[]""]",,https://kitzrettung-hilfe.de/kitzretter-baden-wuerttemberg
1923,yes,yes,yes,,LIST,1,Rehkitzrettung Mangfalltal e. V.,Bad Aibling,,,"[""https://www.rehkitzrettungmangfalltal.de/de/startseite.html""]",,"[""[]""]",,https://kitzrettung-hilfe.de/kitzretter-bayern
1959,yes,yes,yes,,LIST,1,Kitzrettung Hegering Taufkirchen/Vils e. V.,Kirchberg,,,"[""http://www.kitzrettung-taufkirchen.de/""]",,"[""[]""]",,https://kitzrettung-hilfe.de/kitzretter-bayern
1967,yes,yes,yes,,LIST,1,Zusamtaler Kitzretter e. V.,Laugna,,,"[""https://www.zusamtaler-kitzretter.de/""]",,"[""[]""]",,https://kitzrettung-hilfe.de/kitzretter-bayern
1973,yes,yes,yes,,LIST,1,Kitzrettung Jedelhausen e. V. i. G.,Neu-Ulm,,,"[""https://www.kitzrettung-jedelhausen.de/""]",,"[""[]""]",,https://kitzrettung-hilfe.de/kitzretter-bayern
1976,yes,yes,no,no contact: town only,LIST,1,Kitzrettung Müschberch und Umgebung e. V.,Niedermirsberg,,,,,"[""[]""]",,https://kitzrettung-hilfe.de/kitzretter-bayern
1985,yes,yes,yes,,LIST,1,Rehkitzrettung Niederlausitz e. V.,Luckau,,,"[""https://rehkitzrettung-niederlausitz.de/""]",,"[""[]""]",,https://kitzrettung-hilfe.de/kitzretter-brandenburg
1996,yes,yes,yes,,LIST,1,Kitzrettung Wehner,Calden,,"[""Kitzrettung.Wehner@gmail.com""]",,,"[""[]""]",,https://kitzrettung-hilfe.de/kitzretter-hessen
2023,yes,yes,yes,,LIST,1,Tierschutzinitiative Odenwald e. V.,Odenwald,,,"[""https://www.tierschutzinitiative-odenwald.de/ueber-uns/tierschutzinitiative-odenwald/kitzrettung/""]",,"[""[]""]",,https://kitzrettung-hilfe.de/kitzretter-hessen
2107,yes,yes,no,no contact: town only,LIST,1,Kitzrettung Krummhörn e. V.,Krummhörn,,,,,"[""[]""]",,https://kitzrettung-hilfe.de/kitzretter-niedersachsen
2114,yes,yes,yes,,LIST,1,Kitzrettung Moormerland e. V.,Moormerland,,,"[""https://www.kitzrettung-moormerland.de/""]",,"[""[]""]",,https://kitzrettung-hilfe.de/kitzretter-niedersachsen
2164,yes,yes,yes,,LIST,1,Kitzrettung Unna & Umland e. V.,Unna,,,"[""https://kitzrettung-unna.de/""]",,"[""[]""]",,https://kitzrettung-hilfe.de/kitzretter-nordrhein-westfalen
2173,yes,yes,yes,"name: a place, not the organisation",LIST,1,Innsbruck,,,,"[""https://rehkitzrettung.at/""]",,"[""[]""]",Rehkitzrettung AT,https://kitzrettung-hilfe.de/kitzretter-oesterreich
2175,yes,yes,yes,"name: a place, not the organisation",LIST,1,Leoben,,,,"[""https://www.kitzrettung-leoben.at/""]",,"[""[]""]",Kitzrettung Leoben,https://kitzrettung-hilfe.de/kitzretter-oesterreich
2206,yes,yes,yes,,LIST,1,Feld-Wald-Wiesen-Westpfalz e. V.,Weilerbach,,,"[""https://feldwaldwiesenwestpfalz.com/""]",,"[""[]""]",,https://kitzrettung-hilfe.de/kitzretter-rheinland-pfalz
2216,yes,yes,yes,,LIST,2,Tierschutzverein Gera,Gera,,,"[""https://rehkitzretter-gera.de/""]",,"[""[]""]",,https://kitzrettung-hilfe.de/kitzretter-sachsen-anhalt https://kitzrettung-hilfe.de/kitzretter-thueringen
2228,yes,yes,yes,,LIST,1,Kitzrettung Mittelsachen e. V.,Freiberg,,,"[""https://kitzrettung-mittelsachsen.de/""]",,"[""[\""Rehkitz\""]""]",,https://kitzrettung-hilfe.de/kitzretter-sachsen
2242,yes,yes,yes,,LIST,1,Wildtierhilfe Bönningstedt e. V.,Bönningstedt,,,"[""https://www.xn--wildtierhilfebnningstedt-yoc.de/""]",,"[""[]""]",,https://kitzrettung-hilfe.de/kitzretter-schleswig-holstein
2243,yes,yes,yes,,LIST,1,Kitzrettung Dägeling e. V.,Dägeling,,,"[""https://kitzrettung-daegeling.de/""]",,"[""[]""]",,https://kitzrettung-hilfe.de/kitzretter-schleswig-holstein
2265,yes,yes,no,no contact: town only,LIST,1,Kitzrettung Aspe e. V.,Hohenaspe,,,,,"[""[]""]",,https://kitzrettung-hilfe.de/kitzretter-schleswig-holstein
2277,yes,yes,yes,,LIST,1,Team Rehkitzrettung e. V.,Looft,,,"[""https://www.team-rehkitzrettung.de/""]",,"[""[]""]",,https://kitzrettung-hilfe.de/kitzretter-schleswig-holstein
2281,yes,yes,yes,,LIST|STATION,3,Wildtierrettung Angeln Nord e. V.,"Ruhnmark 4, 24975 Maasbüll",,"[""wildtierrettung-angeln-nord@web.de""]","[""https://wildtierrettung-angeln-nord.de"", ""https://wildtierrettung-angeln-nord.de/""]",,"[""[\""Rehkitz\"", \""Jungwild\""]"", ""[]""]","Der vermeintliche Schutz des hohen Grases, in dem sich das Rehkitz instinktiv vor der drohenden Gefahr beim Mähen weg ducken will, wird ihm schnell zum tödlichen Verhängnis. Viele dieser Unfälle, von denen jährlich tausende passieren, lassen sich weitgehend vermeiden, wenn Landwirte, Jäger und Hilfskräfte gemeinsam ein paar Vorkehrungen treffen. Doch dafür müssen sie dringend zusammenarbeiten.",https://kitzrettung-hilfe.de/kitzretter-schleswig-holstein https://wildtierrettung-angeln-nord.de/ https://wildtierrettung-angeln-nord.de/kontakt
2307,unsure,unsure,yes,scope: commercial drone operator,LIST,1,Rehkitzrettung.ch,Flurlingen,"[""+49 (0) 176-24821017""]","[""booking@nicopter.net""]","[""https://rehkitzrettung.ch/""]",Flurlingen,"[""[]""]",,https://kitzrettung-hilfe.de/kitzretter-schweiz
2324,yes,yes,yes,,LIST,1,Rehkitzrettung Kanton Bern,Trub,,,"[""https://rehkitzrettung-bern.ch/de/home""]",Kanton Bern,"[""[]""]",,https://kitzrettung-hilfe.de/kitzretter-schweiz
2365,yes,yes,yes,,STATION,2,Rehkitzrettung Marcardsmoor,"Poststraße 55, 26639 Wiesmoor","[""0162 6478119""]","[""kontakt@rehkitzrettung-macardsmoor.de""]","[""https://rehkitzrettung-marcardsmoor.de/""]",Marcardsmoor,"[""[\""Rehkitze\""]"", ""[]""]","Der Verein ``Rehkitzrettung Marcardsmoor`` benötigt viele Helfer beim Suchen der Rehkitze vor der Mahd. Das Projekt konzentriert sich auf die Rettung von Wildtieren (insbesondere Rehkitzen) im Umkreis von Marcardsmoor, um sie vor dem Tod durch Mähmaschinen zu schützen.",https://rehkitzrettung-marcardsmoor.de/ https://rehkitzrettung-marcardsmoor.de/kontakt
2445,unsure,unsure,yes,scope: commercial drone operator,LIST,1,Lamstedt - TS-Drohne,"Große Straße 5
21769 Lamstedt",,"[""info@ts-drohne.de""]","[""https://ts-drohne.de/""]",,"[""[]""]",,https://kitzrettung-hilfe.de/drohnenpiloten-niedersachsen
2448,yes,yes,yes,name: place prefix,LIST,1,Neulehe - Wild und Rehkitzrettung Neulehe e. V.,26909 Neulehe,,"[""andrejansen3@gmx.de""]",,,"[""[]""]",,https://kitzrettung-hilfe.de/drohnenpiloten-niedersachsen
2491,yes,yes,yes,name: place prefix,LIST,1,Linnich - Rehkitzrettung Stadtgebiet Linnich,52511 Linnich,,"[""rehkitzrettung.linnich@gmail.com""]",,75 km,"[""[]""]",,https://kitzrettung-hilfe.de/drohnenpiloten-nordrhein-westfalen
2534,yes,yes,yes,,LIST,2,Vogelopvang de Wulp,,,,"[""http://vogelopvangdewulp.nl/?page_id=12""]",,"[""[]""]",,http://greifvogelhilfe.de/index.php/links http://greifvogelhilfe.de/links
2538,yes,yes,yes,,LIST,2,Vogelasiel Bergen Limburg,,,,"[""http://www.vogelasielbergen.nl/?Contact""]",,"[""[]""]",,http://greifvogelhilfe.de/index.php/links http://greifvogelhilfe.de/links
2541,yes,yes,yes,,LIST,2,VZW Opvangcentrum Voor Merelbeke,,,,"[""http://www.vocmerelbeke.be/contact/wegbeschrijving""]",,"[""[]""]",,http://greifvogelhilfe.de/index.php/links http://greifvogelhilfe.de/links
2579,yes,yes,yes,,LIST,2,Wildlifecenterflorida,,,,"[""http://www.wildlifecenterflorida.org/emergency-contacts/""]",,"[""[]""]",,http://greifvogelhilfe.de/index.php/links http://greifvogelhilfe.de/links
2581,yes,no,yes,,LIST,2,Exotic Animal Hospital of Orlando,,,,"[""https://www.orlandoexoticveterinarian.com/""]",,"[""[]""]",,http://greifvogelhilfe.de/index.php/links http://greifvogelhilfe.de/links
2582,yes,yes,yes,,LIST,2,Back to Nature Wildlife Refuge,,,,"[""http://www.btnwildlife.org/contact-us/""]",,"[""[]""]",,http://greifvogelhilfe.de/index.php/links http://greifvogelhilfe.de/links
2602,no,no,no,not an organisation: link label for a map search,LIST,2,Tierkliniken/Tierärzte in Chile,,,,"[""https://www.google.de/maps/search/veterinaria+chile/@-28.0808744,-58.2896677,7135740m/data=!3m1!1e3""]",,"[""[]""]",,http://greifvogelhilfe.de/index.php/links http://greifvogelhilfe.de/links
2620,yes,yes,yes,,STATION,1,Grupo Brinzal para la defensa del medio ambiente natural,,"[""914794565""]","[""brinzal@brinzal.org""]","[""https://brinzal.org/""]",,"[""[]""]","Somos una organización sin ánimo de lucro, declarada de Utilidad Pública, dedicada a la conservación, el estudio y la recuperación de la biodiversidad desde 1986.",http://brinzal.org/
2650,unsure,unsure,yes,name: generic heading,LIST,1,Centre régional,34 av. E.A. Marcel - 12100 MILLAU,"[""05.65.59.09.87""]",,,"Midi-Pyrénées | 09, 11, 12, 30, 34, 48, 66, 81","[""[\""faune europ\\u00e9enne\""]""]",,http://reptilvar.free.fr/centre.htm
2665,unsure,unsure,yes,name: contact person heading,LIST,1,Contact : DESESQUELLES,11 rue du Croq - 60183 FRANCASTEL,"[""03.44.46.90.01""]",,,Picardie | 60,"[""[\""relais\""]""]",,http://reptilvar.free.fr/centre.htm
2677,yes,yes,yes,,STATION,3,Storchenstation | Natur- und Vogelschutz Möhlin,"Leigrubenstrasse 14, 4313 Möhlin","[""+41 77 456 21 35""]","[""d.matti@gmx.ch""]","[""https://moehlin-natur.ch/"", ""https://moehlin-natur.ch"", ""https://moehlin-natur.ch/storchenstation/""]",,"[""[]""]","Die Storchenstation befindet sich in Möhlin im Ortsteil Riburg. Direkt neben einem grossen Kinderspielplatz gelegen, ist die Storchenstation ein ideales Ausflugsziel auch für Familien mit Kindern.",http://moehlin-natur.ch/storchenstation https://moehlin-natur.ch/kontakt https://moehlin-natur.ch/lage-und-kontakt
2705,yes,no,yes,,LIST,2,Tierheim & Tierhotel Arche,Chur,"[""081 353 19 29""]","[""tierpflege@tierheim-chur.ch""]","[""http://www.tierpflege@tierheim-chur.ch/""]",Chur,"[""[\""Animals\""]"", ""[\""hedgehogs\""]""]",,http://pro-igel.ch/fr/herissons-en-detresse http://pro-igel.ch/igel-in-not
2722,yes,yes,yes,,STATION,1,Igelhilfe Hinwil,,,"[""igelhilfehinwil@gmail.com""]",,,"[""[\""Igel\""]""]","Hilfe für kranke, verletzte oder Baby Igel. Wir pflegen kranke oder verletzte Igel. Das Ziel dabei muss sein, dass der Igel wieder ausgewildert wird und selbständig überleben kann.",http://igelhilfe-hinwil.ch/
