entity_id,relevant,wildlife,contactable,problem,source_categories,n_sources,name,address,telephone,e-mail,station_url,service_area,accepted_animals,description,source_urls
4691,yes,yes,yes,,LIST,1,Biberhof Torgau,04860 Torgau,"[""0342 1 902 703""]","[""selter@NABU-Sachsen.de""]",,Torgau und Umgebung,"[""[\""Biber\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-dresden-chemnitz-leipzig-sachsen
4700,yes,yes,no,no contact: town only,LIST,1,Wildnis im Herzen Eppendorf,09575 Eppendorf,,,,Eppendorf und Umgebung,"[""[\""Rehkitze\"", \""verletzte Rehe\"", \""F\\u00fcchse (Welpen bzw. Jungtiere)\"", \""Waschb\\u00e4ren (Welpen bzw. Jungtiere)\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-dresden-chemnitz-leipzig-sachsen
4701,yes,yes,yes,name: generic,LIST,6,Wildvogelhilfe,,,,"[""https://www.wildtierhilfe-jacky-schieser.de/wildtier-gefunden/""]","Berlin, Brandenburg, Mecklenburg-Vorpommern","[""[\""Wildv\\u00f6gel\""]"", ""[]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-baden-wuerttemberg-stuttgart-tuebingen https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-bayern-franken-thueringen https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-berlin-brandenburg-mecklenburg-vorpommern https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-hannover-goettingen-niedersachsen https://wildtierschutz-deutschland.de/w
4704,unsure,unsure,no,name: a heading; no contact: town only,LIST,1,Wildratten,,,,,"Berlin, Brandenburg, Mecklenburg-Vorpommern","[""[\""Wildratten\"", \""M\\u00e4use\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-berlin-brandenburg-mecklenburg-vorpommern
4705,yes,yes,no,no contact: town only,LIST,1,Fuchsnotfälle Berlin-Brandenburg,,,,,"Berlin, Brandenburg, Mecklenburg-Vorpommern","[""[\""F\\u00fcchse\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-berlin-brandenburg-mecklenburg-vorpommern
4713,unsure,unsure,yes,scope: nature centre,LIST,1,Naturschutzzentrum Krugpark,,"[""03381 66 31 35""]",,"[""http://www.krugpark-brandenburg.de""]","Berlin, Brandenburg, Mecklenburg-Vorpommern","[""[\""Alle V\\u00f6gel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-berlin-brandenburg-mecklenburg-vorpommern
4721,no,no,yes,scope: zoo,LIST,1,Tiergarten Neustrelitz,,"[""03981 20 44 90""]",,"[""http://www.tiergarten-neustrelitz.de/""]","Berlin, Brandenburg, Mecklenburg-Vorpommern","[""[\""Verschiedene Wildtiere\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-berlin-brandenburg-mecklenburg-vorpommern
4727,unsure,unsure,yes,scope: animal sanctuary,LIST,1,Arche Brandshagen,,,,"[""http://www.arche-brandshagen.de/""]","Berlin, Brandenburg, Mecklenburg-Vorpommern","[""[\""verwaiste Rehkitze und Hirsche\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-berlin-brandenburg-mecklenburg-vorpommern
4730,yes,yes,no,no contact: town only,LIST,1,private Päppelstelle für Fledermäuse,23826 Bark,,,,Schleswig-Holstein,"[""[\""Flederm\\u00e4use\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-schleswig-holstein-bremen-hamburg
4746,yes,yes,yes,,LIST,1,Storchenpflegestation Müller,27283 Verden/Aller,"[""04231 731 18""]",,,Niedersachsen,"[""[\""Storchen\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-schleswig-holstein-bremen-hamburg
4747,yes,yes,yes,,LIST,1,Wildtierpflegestelle Verden Aller e.V.,27283 Verden/Aller,,,"[""https://www.wildtierpflegestelle-verden-aller.de/""]",Niedersachsen,"[""[\""Fuchs\"", \""Dachs\"", \""Marder\"", \""Eichh\\u00f6rnchen\"", \""Feldhase\"", \""Wiesel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-schleswig-holstein-bremen-hamburg
4750,no,no,yes,scope: wolf visitor centre,LIST,1,Wolfcenter Dörverden,27313 Dörverden,"[""04234 93 44 02""]",,,Niedersachsen,"[""[\""W\\u00f6lfe\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-schleswig-holstein-bremen-hamburg
4763,yes,yes,no,no contact: town only; name odd,LIST,1,Private Igelhilfe Igel,30900 Wedemark,,,,,"[""[]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-hannover-goettingen-niedersachsen
4768,yes,yes,no,no contact: town only,LIST,1,Igelhilfe Heckenschweine e.V.,41189 Mönchengladbach,,,,,"[""[\""Igel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-nrw-nordrhein-westfalen
4780,yes,yes,yes,,LIST,1,Vogelpflegestation Paasmühle,45527 Hattingen,"[""02324 728 49""]",,"[""https://paasmuehle.de/pflegestation""]",,"[""[\""Greifv\\u00f6gel\"", \""Eulen\"", \""Wasserv\\u00f6gel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-nrw-nordrhein-westfalen
4803,yes,yes,yes,,LIST,1,Greifvogelhilfe Voreifel,53909 Zülpich,,"[""5003greifvogelhilfe.voreifel@gmail.com""]",,,"[""[\""Greifv\\u00f6gel\"", \""Eulen\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-rheinland-pfalz-saarland-nrw
4810,yes,yes,no,no contact: town only,LIST,1,Pflegestelle Bingen,55411 Bingen am Rhein,,,,,"[""[\""Gartenschl\\u00e4fer\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-rheinland-pfalz-saarland-nrw
4814,yes,yes,no,no contact: town only,LIST,1,Mareikes Pappelstation Kausen,57520 Kausen,,,,,"[""[\""Eichh\\u00f6rnchen\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-rheinland-pfalz-saarland-nrw
4819,yes,yes,no,no contact: town only,LIST,1,Wildtierhilfe Sauerland e.V.,59889 Eslohe (OT Bremke),,,,,"[""[\""Eichh\\u00f6rnchen\"", \""Bilche\"", \""Feldhasen\"", \""Wildv\\u00f6gel\"", \""Greifv\\u00f6gel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-rheinland-pfalz-saarland-nrw
4828,unsure,unsure,no,scope: pet mice; no contact: town only,LIST,1,Mäuseasyl,64732 Bad König,,,,,"[""[\""M\\u00e4use\"", \""Spitzm\\u00e4use\"", \""Bilche\"", \""Flederm\\u00e4use\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-hessen-rheinland-pfalz-saarland
4847,unsure,unsure,yes,scope: city pigeons,LIST,1,Taubenhilfe Kaiserslautern,67691 Hochspeyer,,"[""Wildv\u00f6gels_labenski@web.de""]",,,"[""[\""Tauben\"", \""Wildv\\u00f6gel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-hessen-rheinland-pfalz-saarland
4858,yes,yes,yes,,LIST,1,NABU Wildvogelpflegestation,73642 Eibenhof,"[""07363 816 205 8""]",,,,"[""[\""Wildv\\u00f6gel\"", \""Flederm\\u00e4use\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-baden-wuerttemberg-stuttgart-tuebingen
4860,yes,yes,yes,,LIST,1,NABU-Greifvogelstation Helmut Weber,74177 Bad Friedrichshall (in Untergriesheim),"[""0713 631 60 -1356""]","[""Mwebmaster@weber-we.de""]","[""http://www.nabu-badfriedrichshall.de/greifvogelpflegestation-bad-friedrichshall/""]",,"[""[\""Greifv\\u00f6gel\"", \""Eulen\"", \""St\\u00f6rche\"", \""Reiher\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-baden-wuerttemberg-stuttgart-tuebingen
4891,yes,yes,no,no contact: town only,LIST,1,Greifvogelschutz Palmenhorst e.V,91484 Sugenheim,,,,PLZ Gebiete von 90-92,"[""[\""Greifv\\u00f6gel\"", \""Eulen\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-bayern-franken-thueringen
4896,no,no,yes,scope: fawn-rescue drone group,LIST,1,Jungwildrettung Niederbayern e.V. Drohnenarbeit,94051 Hauzenberg,"[""085 869 489 789""]",,,PLZ Gebiete von 90-92,"[""[\""Rehwild\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-bayern-franken-thueringen
4898,yes,yes,no,no contact: town only,LIST,1,"Pechvögel Passau Wasservögel, Wildtauben, adulte Singvögel",94254 Neukirchen,,,,PLZ Gebiete von 90-92,"[""[\""Pechv\\u00f6gel\"", \""Wasserv\\u00f6gel\"", \""Wildtauben\"", \""adulte Singv\\u00f6gel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-bayern-franken-thueringen
4913,unsure,unsure,yes,scope: state bird conservation office,LIST,1,Staatliche Vogelschutzwarte Thüringen,99998 Mühlhausen/ OT Seebach,"[""03601 78 91 018""]","[""vsv.seebach@tlubn.thueringen.de""]","[""http://vogelschutzwarte.de/""]",PLZ Gebiete von 90-92,"[""[\""Storche\"", \""andere Wildvogel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-bayern-franken-thueringen
4936,unsure,unsure,yes,scope: nature reserve,LIST,2,Riservacornino,,,,"[""http://www.riservacornino.it/de/projekte/""]",,"[""[]""]",,http://greifvogelhilfe.de/index.php/links http://greifvogelhilfe.de/links
4938,unsure,unsure,yes,scope: vulture conservation project,LIST,2,Capovaccai,,,,"[""https://www.capovaccaio.it/cms/index.php/en/contatti""]",,"[""[]""]",,http://greifvogelhilfe.de/index.php/links http://greifvogelhilfe.de/links
4952,yes,yes,yes,,LIST|STATION,5,Clinic for the Rehabilitation of Wildlife,"3883 Sanibel Captiva Road, Sanibel, FL 33957","[""(239) 472-3644""]","[""info@crowclinic.org""]","[""https://crowclinic.org/"", ""https://crowclinic.org"", ""http://www.crowclinic.org/""]",Southwest Florida's wildlife,"[""[\""all native wildlife in need of care including migratory birds and sea turtles\""]"", ""[]""]","CROW is a wildlife rehabilitation hospital dedicated to the recovery and eventual release of wildlife in its care. The facility offers state-of-the-art veterinary care, research, education, and conservation medicine. Visitors can explore the Visitor Education Center featuring live animal exhibits showcasing native versus invasive species, attend daily presentations on topics like 'Why Animals Come to CROW' and 'Wildlife Rescue 101', and participate in guided hospital tours (ages 10+ only). All wildlife patients receiving care or medical treatment are not on exhibit to the general public in accordance with Florida Fish and Wildlife Conservation Commission Regulation 68A-9.006.",http://crowclinic.org/about-crow http://greifvogelhilfe.de/index.php/links http://greifvogelhilfe.de/links https://crowclinic.org/about-crow/frequently-asked-questions https://crowclinic.org/about-crow/in-the-news/case-of-the-week/baby-bird-season
4953,yes,yes,yes,,LIST,2,South Florida Wildlife Center,,,,"[""http://www.southfloridawildlifecenter.org/""]",,"[""[]""]",,http://greifvogelhilfe.de/index.php/links http://greifvogelhilfe.de/links
4967,yes,yes,yes,,LIST,2,American Eagle Foundation,,,,"[""https://www.eagles.org/contact/""]",,"[""[]""]",,http://greifvogelhilfe.de/index.php/links http://greifvogelhilfe.de/links
4973,yes,yes,yes,,LIST|STATION,3,The Birds of Prey Foundation,"2290 South 104th Street, Broomfield, CO 80020","[""(303)460-0674""]","[""raptor@birds-of-prey.org""]","[""https://www.birds-of-prey.org"", ""http://www.birds-of-prey.org/""]",Colorado,"[""[\""injured and orphaned raptors\""]"", ""[]""]","The Birds of Prey Foundation is a 501(C)(3) nonprofit organization dedicated to the rehabilitation and release of injured and orphaned raptors. Each year over 600 birds arrive for care from all over Colorado. Since 1981, the Birds of Prey Foundation has accepted over 18,000 injured and orphaned birds. Specialized, round-the-clock care and large flight enclosures enable hundreds of these magnificent raptors to enjoy a second chance at freedom every year.",http://birds-of-prey.org/ http://greifvogelhilfe.de/index.php/links http://greifvogelhilfe.de/links
4994,unsure,unsure,yes,name: contact person heading,LIST,1,Contact : SCHACH-DUC Yvonne,"24, Rue Paul-Louis Courrier 37130 CINQ-MARS LA PILE","[""02 47 96 41 18""]",,,"Centre | 18, 36, 37, 41, 45","[""[\""chauves-souris\""]""]",,http://reptilvar.free.fr/centre.htm
4998,unsure,unsure,yes,name: generic heading,LIST,1,Centre régional,Espace Rambouillet - 78120 Rambouillet,"[""01.34.94.95.02""]",,,"Ile de France | 75, 77, 78, 91, 92, 93, 94, 95","[""[\""oiseaux et petits mammif\\u00e8res\""]""]",,http://reptilvar.free.fr/centre.htm
4999,unsure,unsure,yes,scope: bird protection league,LIST,1,LPO/Paris,136 rue Falguière - 75015 PARIS,"[""01.53.58.58.38""]",,,"Ile de France | 75, 77, 78, 91, 92, 93, 94, 95","[""[\""relais t\\u00e9l\\u00e9phonique pour l'Ile de France\""]""]",,http://reptilvar.free.fr/centre.htm
5010,unsure,unsure,yes,name: generic heading,LIST,1,Centre régional,54 rue Charles De Gaulle - 85580 ST DENIS DU PAYRE,"[""02.51.27.23.06""]",,,"Pays de la Loire | 17, 79, 85","[""[\""rapaces et \\u00e9chassiers\""]""]",,http://reptilvar.free.fr/centre.htm
5012,unsure,unsure,yes,name: contact person heading,LIST,1,Contact : P. COURJARET,6 av. Général Leclerc - 49700 DOUE LA FONTAINE,"[""02.41.59.11.30""]",,,Pays de la Loire | 49,"[""[\""relais pour les rapaces\""]""]",,http://reptilvar.free.fr/centre.htm
5016,yes,yes,yes,,LIST,1,Centre de sauvegarde de la faune sauvage,Maison de la nature Avenue Léo Lagrange - 02100 SAINT QUENTIN,"[""03.23.62.58.41""]",,,Picardie | 02,"[""[\""faune europ\\u00e9enne\""]""]",,http://reptilvar.free.fr/centre.htm
5017,unsure,unsure,yes,name: contact person heading,LIST,1,Contact : DESESQUELLES,11 rue du Croq - 60183 FRANCASTEL,"[""03.44.46.90.01""]",,,Picardie | 60,"[""[\""relais\""]""]",,http://reptilvar.free.fr/centre.htm
5027,unsure,unsure,yes,name: contact person heading,LIST,1,Contact : P. GUILLEMENOT,74440 MIEUSSY,"[""04.50.43.16.61""]",,,"Rhône Alpes | 01, 73, 74","[""[\""faune europ\\u00e9enne\""]""]",,http://reptilvar.free.fr/centre.htm
5028,unsure,unsure,yes,scope: environmental association,LIST,1,"Association de défense de l'environnement ""KWATA""",Chemin source de Baduel - 97300 CAYENNE GUYANE,"[""05.94.25.43.31""]",,,DOM | 97,"[""[\""mammif\\u00e8res\""]""]",,http://reptilvar.free.fr/centre.htm
5050,unsure,unsure,yes,scope: 24h wildlife rescue team,STATION,2,Wildtierhilfe Amerang e.V.,,,,"[""https://www.wildtierhilfeamerang.org/""]",,"[""[\""Kitzrettung\"", \""Fledermausstation S\\u00fcdostbayern\"", \""Igelhilfe\"", \""Amphibienhilfe\"", \""Marderhilfe\"", \""Andere Wildtiere in Not\""]"", ""[\""Kitze\"", \""Flederm\\u00e4use\"", \""Igel\"", \""Amphibien\"", \""Marder\"", \""Andere Wildtiere in Not\""]""]","Mit über 100 ehrenamtlich Aktiven leistet die Wildtierhilfe Amerang 24/7 ganzjährig Nothilfe für Wildtiere aller Art. Wir sind Ansprechpartner und Ratgeber für Finder, und Vermittlungshilfe und Erstversorger für Fundtiere. Unsere Auffangstation in Amerang und ihre dezentralen Behandlungs- und Pflegestellen retten und versorgen Hunderte von Notfällen im Jahr. Ein weit gespanntes Netzwerk kompetenter Partnerstellen ermöglicht uns die artgerechte, fachlich kompetente Versorgung jeder einheimischen Wildtierart.
2019 gegründet, wuchs der Verein rasch und konnte seine Aktivitäten Schritt für Schritt ausweiten. All unsere intensive, mit Herz und Seele geleistete Arbeit findet ehrenamtlich statt, neben Beruf, Familie, Haus und Hof. Wir freuen uns dabei über Unterstützung, sei es durch Mitgliedschaft und Spenden, oder durch aktives Mitmachen.",https://wildtierhilfeamerang.org/ https://wildtierhilfeamerang.org/kontakt
5064,unsure,unsure,yes,scope: technical animal rescue,STATION,1,Wildtierrettung Erlangen e.V.,,,"[""kontakt@wildtierrettung-erlangen.de""]","[""https://wildtierrettung-erlangen.de/""]",Erlangen,"[""[]""]","Wir sind eine ehrenamtliche, technische Tierrettung.
Mit modernster Technik helfen wir bei der Suche, Rettung und Sicherung von Tieren in Not.
Für schwierige Einsätze verfügen wir über spezialisierte Mittel wie Wärmebildkamera, Drohne, Netzwurfgerät und ein Höhenrettungsteam.",https://wildtierrettung-erlangen.de/contact
5066,no,no,yes,scope: fawn-rescue drone group,STATION,1,Wildtierrettung Osterzell und Umgebung e.V.,"Schulplatz 8
87662 Osterzell
Anker 1",,"[""wildtierrettung-osterzell@online.de""]","[""https://www.wildtierrettung-osterzell.de/""]",,"[""[]""]",,https://wildtierrettung-osterzell.de/kontakt
5068,no,no,yes,scope: fawn-rescue drone group,STATION,1,Wildtierrettung Berxen e.V.,"Nenndorf 14, 27305 Bruchhausen-Vilsen","[""+49 175 68 73 29 5""]","[""info@wildtierrettung-berxen.de""]","[""https://wildtierrettung-berxen.de/""]",,"[""[]""]",,https://wildtierrettung-berxen.de/kontakt
5081,yes,yes,yes,,STATION,2,Natuurhulpcentrum VZW,Industrieweg Zuid 2051 3660 Oudsbergen,"[""+32 (0)89 / 85 49 06""]","[""info@natuurhulpcentrum.be""]","[""http://www.natuurhulpcentrum.be""]",,"[""[]"", ""[\""wilde dieren\"", \""exotische dieren\""]""]","Het Natuurhulpcentrum is dag en nacht in de weer voor wilde en exotische dieren. Dag in dag uit trachten wij niet alleen wilde dieren te helpen, maar we proberen ook mensen milieubewuster te maken via educatie en acties ten voordele van de natuur.",http://natuurhulpcentrum.be/ http://natuurhulpcentrum.be/index.php/home-deutsch
5089,yes,yes,yes,,STATION,1,Igelhilfe Hinwil,,,"[""igelhilfehinwil@gmail.com""]",,,"[""[\""Igel\""]""]","Hilfe für kranke, verletzte oder Baby Igel. Wir pflegen kranke oder verletzte Igel. Das Ziel dabei muss sein, dass der Igel wieder ausgewildert wird und selbständig überleben kann.",http://igelhilfe-hinwil.ch/
5092,yes,yes,yes,,STATION,2,Igelstation Auw,5644 Auw,"[""079 291 74 39""]","[""hilfe@igelstation-auw.ch""]","[""https://igelstation-auw.ch/""]",Region,"[""[\""Igel\""]"", ""[]""]","Die Igelstation Auw kümmert sich um verletzte, kranke und geschwächte Igel aus der Region. Wir bieten medizinische Versorgung, Pflege und Auswilderung – mit Herz und Fachwissen.",https://igelstation-auw.ch/ https://igelstation-auw.ch/kontakt
5102,yes,yes,yes,,STATION,2,Igelpflegestation und Naturlehrpfad | Walter Zoo,"Walter Zoo AG Gossau, 9200 Gossau","[""+41 76 573 65 21""]",,"[""https://www.walterzoo.ch/tiere-artenschutz/igelpflegestation""]",,"[""[\""Igel\""]""]","In unserer Igelpflegestation werden pflegebedürftige Igel nach telefonischer Voranmeldung aufgenommen und behandelt, bis sie wieder gesund genug sind, um sie dem Finder zur Wiederauswilderung zurückzugeben. Auf dem angegliederten Naturlehrpfad kann die einheimische Natur erlebt werden und Sie erhalten Tipps, wie auch Sie in Ihrem Garten die einheimische Natur fördern können.",http://igelpflegestation.ch/ http://igelpflegestation.ch/tiere-artenschutz/igelpflegestation
