entity_id,relevant,wildlife,contactable,problem,source_categories,n_sources,name,address,telephone,e-mail,station_url,service_area,accepted_animals,description,source_urls
3116,no,no,yes,scope: fawn-rescue group,STATION,1,Wildtierrettung Steigerwald e. V.,"Industriestraße 4, 96135 Stegaurach",,"[""kontakt@wildtierrettung-steigerwald.de""]","[""https://wildtierrettung-steigerwald.de/""]",,"[""[]""]",,https://wildtierrettung-steigerwald.de/kontakt
3120,yes,yes,yes,,STATION,2,Wildtierhilfe Schellhorn e.V.,"Schellhorn, Preetz, Kiel und Umgebung","[""01525 4990907""]","[""wildtierhilfe-schellhorn@gmx.de""]","[""https://www.net-gun.org/kontaktdaten/aktiv-fuer-tiere-tauben-und-wasservogelhilfe/""]",,"[""[]""]",,https://net-gun.org/kontaktdaten/wildtierhilfe-schellhorn-e-v https://net-gun.org/kontaktdaten/wildtierhilfe-schellhorn-e-v?iframe=true
3127,yes,yes,yes,,STATION,3,Vogelhospitaal Naarden,"Burgemeester J. Visserlaan 1, 1411 BR Naarden","[""035 - 694 56 58""]","[""info@vogelasiel.nl""]","[""https://vogelasiel.nl/""]",,"[""[\""Parkieten & papegaaien\"", \""Zangvogels\"", \""Kippen\"", \""Hanen\"", \""Watervogels\"", \""Duiven\"", \""Overig\"", \""Ander dier gevonden\""]""]","# Vogelopvangcentrum Midden Nederland Al meer dan 60 jaar professionele opvang voor wilde vogels. # Vogelhospitaal midden in het groen van Naarden Het Vogelhospitaal Naarden (Vogelopvangcentrum Midden Nederland) vangt jaarlijks ca 7000 vogels op in het centrum net buiten de vesting van Naarden. Verstopt tussen het groen zetten onze medewerkers en vrijwilligers zich dagelijks met hart en ziel in voor zieke, gewonde of verweesde vogels.",http://vogelasiel.nl/contact.html https://vogelasiel.nl/ https://vogelasiel.nl/contact
3128,yes,yes,yes,,STATION,3,Stiftung Wildstation Landshut,"Schlossstrasse 21, 3427 Utzenstorf","[""+41 32 665 38 93""]","[""info@wildstation.ch""]","[""https://www.wildstation.ch/"", ""https://www.wildstation.ch/de/kontakt.html"", ""https://www.wildstation.ch/de/index.html""]",,"[""[]"", ""[\""verletzte, kranke oder verwaiste gesch\\u00fctzte einheimische Wildtiere\""]""]","Ziel der Stiftung Wildstation Landshut in Utzenstorf (Kanton Bern) ist es, verletzte, kranke oder verwaiste geschützte einheimische Wildtiere im Rahmen der Wildtierrehabilitation professionell zu behandeln und zu betreuen, um sie – wenn immer möglich – nach der Genesung wieder in die Natur entlassen zu können. Unser Anspruch ist auch, Finder von in Not geratenen Wildtieren kompetent zu beraten und Ansprechpartner in allen Naturschutzfragen zu sein.",http://wildstation.ch/ http://wildstation.ch/de/kontakt.html http://wildstation.ch/kontakt.html
3133,yes,yes,yes,,STATION,1,The Birds of Prey Foundation,"2290 South 104th Street, Broomfield, CO 80020","[""(303)460-0674""]","[""raptor@birds-of-prey.org""]","[""https://www.birds-of-prey.org""]",Colorado,"[""[\""injured and orphaned raptors\""]""]","The Birds of Prey Foundation is a 501(C)(3) nonprofit organization dedicated to the rehabilitation and release of injured and orphaned raptors. Each year over 600 birds arrive for care from all over Colorado. Since 1981, the Birds of Prey Foundation has accepted over 18,000 injured and orphaned birds. Specialized, round-the-clock care and large flight enclosures enable hundreds of these magnificent raptors to enjoy a second chance at freedom every year.",http://birds-of-prey.org/
3138,yes,yes,yes,,STATION,2,Natuurhulpcentrum VZW,Industrieweg Zuid 2051 3660 Oudsbergen,"[""+32 (0)89 / 85 49 06""]","[""info@natuurhulpcentrum.be""]","[""http://www.natuurhulpcentrum.be""]",,"[""[]"", ""[\""wilde dieren\"", \""exotische dieren\""]""]","Het Natuurhulpcentrum is dag en nacht in de weer voor wilde en exotische dieren. Dag in dag uit trachten wij niet alleen wilde dieren te helpen, maar we proberen ook mensen milieubewuster te maken via educatie en acties ten voordele van de natuur.",http://natuurhulpcentrum.be/ http://natuurhulpcentrum.be/index.php/home-deutsch
3142,unsure,unsure,yes,scope: national hedgehog association,STATION,1,Verein pro Igel,CH 3006 Bern,"[""0800 070 080""]","[""info@pro-igel.ch""]","[""https://www.pro-igel.ch/""]",CH 3006 Bern,"[""[\""Igel\""]""]",Unsere Notfallnummer für verletzte oder kranke Igel ist täglich von 16:00 – 20:00 in Betrieb. Für alle anderen Fragen oder für Ihre Anregungen melden Sie sich bitte bei der Geschäftsstelle.,http://pro-igel.ch/kontakt
3144,yes,yes,yes,,STATION,1,ERMINEA,Centre ERMINEA - Grand Pâquier 5 - 1373 Chavornay,"[""+41 24 565 37 99""]","[""info@erminea.org""]","[""https://erminea.org""]",Switzerland,"[""[]""]",Centre de soins de la faune sauvage,http://erminea.org/
3147,yes,yes,yes,,STATION,1,Die Igelstation Kollbrunn,,,,"[""https://igelstation.ch/""]",Region Winterthur,"[""[\""Igel\""]""]",,http://igelstation-kollbrunn.ch/
3163,yes,yes,yes,"name: page title, not the organisation",STATION,1,"Vogelpflegestation, Pension, Ausstellung",,,,"[""https://www.voliere.ch/helfen/""]",Schweiz,"[""[\""verletzte Wildv\\u00f6gel\"", \""erkrankte Wildv\\u00f6gel\"", \""aus dem Nest gest\\u00fcrzte Wildv\\u00f6gel\""]""]","der meistfrequentierten Notfallstation der Schweiz für verletzte, erkrankte oder aus dem Nest gestürzte Wildvögel.",http://voliere.ch/
3166,no,no,yes,scope: pet rodent rescue,STATION,1,Nagerstation Morgenegg Obfelden,,,,"[""http://www.nagerstation.ch/""]",,"[""[]""]",,http://nagerstation.ch/
3174,yes,yes,yes,,LIST,1,NABU - Greifvogelstation Hassloch,,"[""0171/ 2858257""]","[""Greifvogelstation-Hassloch@t-online.de""]","[""http://www.NABU-Hassloch.de""]",Südpfalz,"[""[\""Greifv\\u00f6gel\"", \""Eulen\""]""]",,https://rlp.nabu.de/tiere-und-pflanzen/tieren-helfen/pflege-und-auffangstationen
3190,yes,yes,yes,,LIST,2,Vogelpflegestation Lautertal,"Am Kernberg 13, 64686 Lautertal","[""06254-7769""]",,,Lautertal,"[""[\""Greifv\\u00f6gel und Eulen\"", \""gr\\u00f6\\u00dfere Wildtiere (z.B. F\\u00fcchse, Rehe)\""]""]",,https://vbu-ffm.de/pflegestationen.shtml
3195,yes,yes,yes,,LIST,2,Greifvogelpflegestation Langstadt,,"[""06073-80029""]",,,Langstadt,"[""[\""Greife, Eulen und Flederm\\u00e4use\""]""]",Nach vorheriger Anmeldung!,https://vbu-ffm.de/pflegestationen.shtml
3199,yes,yes,yes,,LIST,3,Private Pflegestation Stefanie Kruse,65510 Idstein,,"[""steffi-kruse@gmx.net""]",,Idstein,"[""[\""Flederm\\u00e4use, Bilche, Kleinnager\""]"", ""[\""Flederm\\u00e4use\"", \""Bilche\"", \""Kleinnager\""]""]",,https://vbu-ffm.de/pflegestationen.shtml https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-hessen-rheinland-pfalz-saarland
3201,no,no,yes,scope: vet,LIST,2,Tierklinik Hofheim,"Katharina-Kemmler-Straße 7, 65719 Hofheim","[""06192-290290""]",,"[""https://www.tierklinik-hofheim.de/""]",Hofheim,"[""[]""]",,https://vbu-ffm.de/pflegestationen.shtml
3216,yes,yes,yes,"name: places, not the organisation",LIST,1,Dinkelsbühl / Nürnberg / Würzburg,,"[""0172-7116363""]",,"[""https://www.xn--eichhrnchen-in-not-h3b.de/bayern/dinkelsb\u00fchl-n\u00fcrnberg-w\u00fcrzburg/""]",Dinkelsbühl / Nürnberg / Würzburg,"[""[]""]",,https://xn--eichhrnchen-in-not-h3b.de/bayern
3220,yes,yes,yes,"name: places, not the organisation",LIST,1,Würzburg / Schweinfurt,,"[""0172-9937615""]",,"[""https://www.xn--eichhrnchen-in-not-h3b.de/bayern/ha\u00dfberge/""]",Würzburg / Schweinfurt,"[""[]""]",,https://xn--eichhrnchen-in-not-h3b.de/bayern
3226,unsure,unsure,yes,scope: zoo with bird care,LIST,2,Naturschutz-Tierpark Görlitz,"Zittauer Straße 43, 02826 Görlitz","[""03581/406616"", ""035 81 66 93 00""]","[""info@tierpark-goerlitz.de""]","[""https://wp.wildvogelhilfe.org/auffangstationen/"", ""http://www.zoo-goerlitz.de""]",PLZ-Gebiet 0,"[""[\""Alle V\\u00f6gel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-dresden-chemnitz-leipzig-sachsen https://wp.wildvogelhilfe.org/auffangstationen/auffangstationen-plz-gebiet-0
3227,yes,yes,yes,,LIST,2,Naturschutzstation Neschwitz,"Park 1, 02699 Neschwitz","[""035933/30077"", ""035 93 33 00 77""]","[""naturschutzs0077tation-neschwitz@t-online.de""]","[""https://wp.wildvogelhilfe.org/auffangstationen/""]",PLZ-Gebiet 0,"[""[\""Alle V\\u00f6gel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-dresden-chemnitz-leipzig-sachsen https://wp.wildvogelhilfe.org/auffangstationen/auffangstationen-plz-gebiet-0
3231,yes,yes,yes,,LIST,2,Wildvogelhilfe Leipzig,04157 Leipzig,"[""0341 927 62 027""]",,"[""https://wp.wildvogelhilfe.org/auffangstationen/"", ""https://www.nabu-leipzig.de/gruppen/arbeitskreis-ornithologie-und-vogelschutz/wildvogelhilfe/""]",PLZ-Gebiet 0,"[""[\""Mauersegler\"", \""Schwalben\"", \""kleine Singv\\u00f6gel\""]"", ""[\""Mauersegler\"", \""Schwalben\"", \""Singv\\u00f6gel\""]""]",-ehrenamtliche Initiative- Vogelrettung und Vogelpflege,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-dresden-chemnitz-leipzig-sachsen https://wp.wildvogelhilfe.org/auffangstationen/auffangstationen-plz-gebiet-0
3237,yes,yes,yes,,LIST,1,Wildtierauffangstation,01796 Pirna,,,"[""https://bff-bartling.de/Wildtierauffangstation/""]",Pirna und Umgebung,"[""[\""V\\u00f6gel (auch Greifv\\u00f6gel, Mauersegler)\"", \""S\\u00e4ugetiere (Marder, Bilche, Igel)\"", \""Flederm\\u00e4use\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-dresden-chemnitz-leipzig-sachsen
3243,yes,yes,yes,,LIST,1,Igelhilfe Altenburg e.V.,04600 Altenburg,"[""03447 83 34 83""]",,,Altenburg und Umgebung,"[""[\""Igel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-dresden-chemnitz-leipzig-sachsen
3244,yes,yes,yes,,LIST,1,Biberhof Torgau,04860 Torgau,"[""0342 1 902 703""]","[""selter@NABU-Sachsen.de""]",,Torgau und Umgebung,"[""[\""Biber\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-dresden-chemnitz-leipzig-sachsen
3255,unsure,unsure,yes,scope: bat advice office,LIST,1,Fledermausbüro,,"[""030 79 70 62 87""]",,"[""https://www.fledermausschutz.de/fledermausschutz/""]","Berlin, Brandenburg, Mecklenburg-Vorpommern","[""[\""Flederm\\u00e4use\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-berlin-brandenburg-mecklenburg-vorpommern
3275,yes,yes,yes,,LIST,1,Storchenhof Papendorf,,"[""0 39 73 22 90 77""]","[""info@storchenhof-papendorf.de""]","[""(mailto:info@storchenhof-papendorf.de)""]","Berlin, Brandenburg, Mecklenburg-Vorpommern","[""[\""verletzte Wildv\\u00f6gel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-berlin-brandenburg-mecklenburg-vorpommern
3277,unsure,unsure,yes,scope: local conservation group,LIST,1,Nabu Rostock,,"[""03814 90 31 62""]",,,"Berlin, Brandenburg, Mecklenburg-Vorpommern","[""[\""Igel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-berlin-brandenburg-mecklenburg-vorpommern
3278,yes,yes,yes,name: generic,LIST,1,Igelhilfe,,"[""03820 81 34 72""]",,"[""http://igelhilfe-mv.de/""]","Berlin, Brandenburg, Mecklenburg-Vorpommern","[""[\""Igel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-berlin-brandenburg-mecklenburg-vorpommern
3281,unsure,unsure,yes,scope: animal sanctuary,LIST,1,Arche Brandshagen,,,,"[""http://www.arche-brandshagen.de/""]","Berlin, Brandenburg, Mecklenburg-Vorpommern","[""[\""verwaiste Rehkitze und Hirsche\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-berlin-brandenburg-mecklenburg-vorpommern
3284,no,no,yes,scope: animal shelter,LIST,1,Hamburger Tierschutzverein von 1841 e.V.,20537 Hamburg,"[""040 21 11 06-0""]","[""kontakt@hamburger-tierschutzverein.de""]","[""https://www.hamburger-tierschutzverein.de/""]",Hamburg,"[""[\""alle einheimischen V\\u00f6gel\"", \""Reptilien\"", \""Amphibien\"", \""verschiedene Wildtiere\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-schleswig-holstein-bremen-hamburg
3290,yes,yes,yes,duplicate: same station as another entity,LIST,1,Wildtierhilfe Schellhorn,24211 Preetz,,,"[""https://wildtierhilfe-schellhorn.de/ueber-den-verein/""]",Schleswig-Holstein,"[""[\""fast alle Wildtiere von der Spitzmaus bis zum Greifvogel\"", \""Exoten\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-schleswig-holstein-bremen-hamburg
3294,yes,yes,yes,,LIST,1,Igelschutz-Interessengemeinschaft e.V.,24888 Steinfeld,"[""0461 480 98 14""]",,,Schleswig-Holstein,"[""[\""Igel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-schleswig-holstein-bremen-hamburg
3295,yes,yes,yes,,LIST,1,Wildvogel-Rettung,25335 Raa-Besenbek,,,"[""http://www.wildvogel-rettung.de""]",Schleswig-Holstein,"[""[\""alle Singv\\u00f6gel au\\u00dfer Rabenv\\u00f6gel\"", \""Schwalben\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-schleswig-holstein-bremen-hamburg
3303,yes,yes,yes,,LIST,1,Seehundstation Nationalpark-Haus Norden-Norddeich,26506 Norden,"[""04931 89 19""]","[""info@seehundstation-norddeich.de""]","[""http://www.seehundstation-norddeich.de/""]",Niedersachsen,"[""[\""Seehunde\"", \""V\\u00f6gel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-schleswig-holstein-bremen-hamburg
3307,yes,yes,yes,,LIST,1,Greifvogelstation Faensen-Glienke,27299 Langwedel,"[""04235 15 55""]",,,Niedersachsen,"[""[\""Greifv\\u00f6gel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-schleswig-holstein-bremen-hamburg
3309,no,no,yes,scope: wolf visitor centre,LIST,1,Wolfcenter Dörverden,27313 Dörverden,"[""04234 93 44 02""]",,,Niedersachsen,"[""[\""W\\u00f6lfe\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-schleswig-holstein-bremen-hamburg
3310,yes,yes,yes,,LIST,1,NABU Greif- und Eulenstation Rüdershausen,27356 Rotenburg/Wümme,"[""04261 15 13""]",,,Niedersachsen,"[""[\""Eulen\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-schleswig-holstein-bremen-hamburg
3325,yes,yes,yes,,LIST,1,Natur und Wildtierfreunde,30982 Pattensen,,"[""verein@natur-wildtierfreunde.de""]",,,"[""[\""Singv\\u00f6gel\""]""]","NUR Singvögel, KEINE Greifvögel und Eulen",https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-hannover-goettingen-niedersachsen
3328,no,no,no,scope: animal welfare association,LIST,1,Tierschutzverein Meerbusch,40670 Meerbusch,,,,,"[""[\""Igel\"", \""Eichh\\u00f6rnchen\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-nrw-nordrhein-westfalen
3336,yes,yes,yes,,LIST,1,Private Wildtierhilfe (Greifvögel und Eulen),42xxx Wuppertal,"[""0202 844 02""]",,,Einzugsbereich Ruhrgebiet / Bergisches Land,"[""[\""Greifv\\u00f6gel\"", \""Eulen\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-nrw-nordrhein-westfalen
3345,yes,yes,no,no contact: town only,LIST,1,Auffangstation für Greifvögel und Eulen (Wesel),46487 Wesel,,,,,"[""[\""Greifv\\u00f6gel\"", \""Eulen\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-nrw-nordrhein-westfalen
3349,yes,yes,yes,,LIST,1,Aktive Wildtierhilfe,48159 Münster,,"[""awhm.ev@web.de""]",,,"[""[\""Eichh\\u00f6rnchen\"", \""Igel\"", \""Singv\\u00f6gel\"", \""Wildtauben\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-nrw-nordrhein-westfalen
3356,yes,yes,yes,,LIST,1,Greifvogelstation Köln,51147 Köln,"[""02203 1866 496""]","[""greifvogelstation@sdw.koeln""]","[""https://www.sdw-nrw-koeln.de/greifvogelstation/greifvogelschutzstation-koeln/""]",,"[""[\""Greifv\\u00f6gel\"", \""Eulen\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-rheinland-pfalz-saarland-nrw
3361,yes,yes,no,no contact: town only,LIST,1,Greifvogel und Eulen Heinsberg,52525 Heinsberg,,,,,"[""[\""Greifv\\u00f6gel\"", \""Eulen\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-rheinland-pfalz-saarland-nrw
3363,yes,yes,yes,,LIST,1,Wildvogelhilfe Rheinland,53783 Eitorf (Ortsteil Bach),"[""02243 847 35 55""]","[""info@wildvogelhilfe-rheinland.de""]","[""https://wildvogelhilfe-rheinland.de/""]",,"[""[\""Wasserv\\u00f6gel\"", \""Schreitv\\u00f6gel\"", \""Singv\\u00f6gel\"", \""Rabenv\\u00f6gel\"", \""(Mauer-)Segler\"", \""Schwalben\"", \""Tauben\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-rheinland-pfalz-saarland-nrw
3368,unsure,unsure,yes,scope: city pigeons,LIST,1,Stadttaubenhilfe Mainz/Wiesbaden e.V.,55120 Mainz,,"[""kontakt@stadttaubenhilfe-mz-wi.de""]","[""https://www.mainz.de/verzeichnisse/vereinsverzeichnis/Stadttaubenhilfe-Mainz-Wiesbaden-e.V""]",,"[""[\""Tauben\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-rheinland-pfalz-saarland-nrw
3384,yes,yes,no,no contact: town only,LIST,1,Wildtierhilfe Sauerland e.V.,59889 Eslohe (OT Bremke),,,,,"[""[\""Eichh\\u00f6rnchen\"", \""Bilche\"", \""Feldhasen\"", \""Wildv\\u00f6gel\"", \""Greifv\\u00f6gel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-rheinland-pfalz-saarland-nrw
3390,yes,yes,yes,,LIST,1,Vogelburg Weilrod,61276 Weilrod-Hasselbach,"[""06083 10 40""]","[""info@vogelburg.de""]","[""http://www.vogelburg.de/""]",,"[""[\""Papageien\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-hessen-rheinland-pfalz-saarland
3398,yes,yes,yes,,LIST,1,Igelpflegestelle Stachelnest Hochheim,65239 Hochheim am Main,,"[""Britta.Dolch@web.de""]",,,"[""[\""Igel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-hessen-rheinland-pfalz-saarland
3399,no,no,yes,scope: animal shelter,LIST,1,Tierschutzverein Limburg/Weilburg e.V.,65556 Limburg-Staffel,,"[""835Tierheim-Limburg@t-online.de""]","[""http://www.tierschutzvereinlimburgweilburgev.de""]",,"[""[\""Tauben\"", \""Rabenv\\u00f6gel\"", \""kleinere Singv\\u00f6gel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-hessen-rheinland-pfalz-saarland
3408,yes,yes,yes,,LIST,1,Ehrenamtliche Wildvogelhilfe e.V.,67059 Ludwigshafen am Rhein,,,"[""https://ehrenamtliche-wildvogelhilfe.de/""]",,"[""[\""Wild und Stadttauben\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-hessen-rheinland-pfalz-saarland
3409,yes,yes,yes,,LIST,1,Wildvogelrettung e.V. Station Bad Dürkheim,67098 Bad Dürkheim,"[""06322 955 6016""]","[""wildvogelrettungduew@gmail.com""]",,,"[""[\""Tauben\"", \""Kr\\u00e4hen\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-hessen-rheinland-pfalz-saarland
3411,yes,yes,yes,,LIST,1,Eichhörnchen in Not,67227 Frankenthal,,"[""post@eichh\u00f6rnchen-in-not.de""]","[""http://frankenthaler-tierschutzverein.de""]",,"[""[\""Eichh\\u00f6rnchen\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-hessen-rheinland-pfalz-saarland
