entity_id,relevant,wildlife,contactable,problem,source_categories,n_sources,name,address,telephone,e-mail,station_url,service_area,accepted_animals,description,source_urls
2541,yes,yes,yes,,STATION,2,Wildtierhilfe Vorarlberg,,"[""+43 (0)664 3711639""]","[""wildtierhilfe-vorarlberg@outlook.at""]","[""https://www.wildtierhilfe-vorarlberg.at""]",,"[""[\""Wildtier\"", \""Vogel\"", \""Igel\"", \""Fledermaus\"", \""Eichh\\u00f6rnchen\"", \""Feldhase\""]"", ""[\""Vogel\"", \""Igel\"", \""Fledermaus\"", \""Eichh\\u00f6rnchen\"", \""Feldhase\""]""]","Wir sind ein Team aus Tierpflegern, Biologen und Wildtiererfahrenen, das sich den Schutz und Erhalt unserer heimischen Wildtiere zur Aufgabe gemacht hat. Durch professionelle Aufzucht, Pflege und sorgfältige Wiederauswilderung geben wir in Not geratenen Tieren eine zweite Chance auf ein Leben in der freien Natur. Außerdem ist uns die Aufklärung und Beratung der Bevölkerung zum Schutz heimischer Wildtiere ein großes Anliegen.",https://wildtierhilfe-vorarlberg.at/ https://wildtierhilfe-vorarlberg.at/kontakt
2543,no,no,yes,scope: fawn-rescue group,STATION,2,Kitzrettung Halle (Saale) e.V.,,,"[""info@wildtierrettung.org""]","[""https://kitzrettung-halle.de/""]",,"[""[]""]","Herzlich willkommen auf unserer offiziellen Website! Hier finden Sie alle wichtigen Informationen über unsere Initiative, unsere Aktivitäten zur Rettung und zum Schutz junger Wildtiere sowie Details zur Mitgliedschaft. Entdecken Sie mehr über: - Unsere Mission: Erfahren Sie mehr über unsere Ziele, unsere Projekte und die Technologien, die wir einsetzen. - Mitmachen: Interessieren Sie sich für eine Mitgliedschaft oder möchten Sie aktiv mithelfen? Hier finden Sie alle notwendigen Informationen, um Teil unserer Gemeinschaft zu werden. - Kontakt: Haben Sie Fragen oder benötigen Sie weitere Informationen? Unser Kontaktformular steht Ihnen zur Verfügung. Bitte beachten Sie, dass sowohl unsere Website als auch unser Verein sich noch im Aufbau befinden. Wir arbeiten hart daran, Ihnen bald eine vollständig funktionsfähige und informative Plattform zu bieten. Bis dahin bitten wir um etwas Geduld und Verständnis, falls noch nicht alle Bereiche vollständig sind. Wir schätzen Ihr Interesse und Ihre Unterstützung sehr und freuen uns darauf, gemeinsam einen Beitrag zum Schutz unserer heimischen Wildtiere zu leisten. Vielen Dank für Ihren Besuch und Ihre Unterstützung!",https://wildtierrettung.org/ https://wildtierrettung.org/Kontakt
2548,no,no,yes,scope: fawn-rescue group,STATION,1,Wildtierrettung Angeln Nord e. V.,"Ruhnmark 4, 24975 Maasbüll",,"[""wildtierrettung-angeln-nord@web.de""]","[""https://wildtierrettung-angeln-nord.de""]",,"[""[]""]",,https://wildtierrettung-angeln-nord.de/kontakt
2554,no,no,yes,scope: fawn-rescue group,STATION,1,Rehkitzrettung Hattingen,,,"[""kontakt@rehkitzrettung-hattingen.de""]","[""https://rehkitzrettung-hattingen.de/""]",,"[""[]""]",,https://rehkitzrettung-hattingen.de/kontakt
2555,unsure,unsure,yes,scope: probably fawn rescue,STATION,1,Wildtierrettung D/H,,"[""0173/4566219""]","[""wildtierrettungdinslakenhuenxe@gmail.com""]","[""https://www.wildtierrettung-dinslakenhuenxe.de""]",,"[""[]""]",,https://wildtierrettung-dinslakenhuenxe.de/kontakt
2561,no,no,yes,scope: fawn-rescue group,STATION,1,Rehkitzrettung Mecklenburg,,,"[""info@rehkitzrettung-mecklenburg.de""]","[""https://rehkitzrettung-mecklenburg.de/""]",,"[""[]""]",,https://rehkitzrettung-mecklenburg.de/kontakt
2571,unsure,unsure,yes,scope: technical animal rescue,STATION,1,Wildtierrettung Erlangen e.V.,,,"[""kontakt@wildtierrettung-erlangen.de""]","[""https://wildtierrettung-erlangen.de/""]",Erlangen,"[""[]""]","Wir sind eine ehrenamtliche, technische Tierrettung.
Mit modernster Technik helfen wir bei der Suche, Rettung und Sicherung von Tieren in Not.
Für schwierige Einsätze verfügen wir über spezialisierte Mittel wie Wärmebildkamera, Drohne, Netzwurfgerät und ein Höhenrettungsteam.",https://wildtierrettung-erlangen.de/contact
2574,no,no,yes,scope: fawn-rescue group,LIST|STATION,2,Rehkitzrettung Amberg-Sulzbach e.V.,"Auf der Höhe 11, 92237 Sulzbach-Rosenberg",,"[""kontakt@rehkitzrettung-as.de""]","[""https://www.rehkitzrettung-as.de/""]",PLZ Gebiete von 90-92,"[""[]"", ""[\""Rehkitz\""]""]",,https://rehkitzrettung-as.de/kontakt https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-bayern-franken-thueringen
2578,no,no,yes,scope: fawn-rescue group,STATION,1,Kitzrettung Wildsachsen e.V.,,"[""+49 178 5421396""]","[""kontakt@kitzrettung-wildsachsen.de""]","[""https://kitzrettung-wildsachsen.de/""]",,"[""[]""]",,https://kitzrettung-wildsachsen.de/kontakt
2590,yes,yes,yes,,STATION,1,Grupo Brinzal para la defensa del medio ambiente natural,,"[""914794565""]","[""brinzal@brinzal.org""]","[""https://brinzal.org/""]",,"[""[]""]","Somos una organización sin ánimo de lucro, declarada de Utilidad Pública, dedicada a la conservación, el estudio y la recuperación de la biodiversidad desde 1986.",http://brinzal.org/
2597,yes,yes,yes,,STATION,2,Igelhilfe Baselbiet,"Haglenweg 26, 4145 Gempen; Dorenbachstrasse 89, 4102 Binningen","[""077 496 25 48""]","[""info@igelhilfe-baselbiet.ch""]","[""https://www.igelhilfe-baselbiet.ch/""]",Baselbiet,"[""[\""Igel\""]"", ""[]""]","Hilfe für Igel in Not. Die Igelhilfe Baselbiet betreibt drei Stationen, in Gempen, Binningen und Wahlen. Wir arbeiten alle ehrenamtlich und finanzieren uns ausschliesslich über Spenden.",http://igelhilfe-baselbiet.ch/ https://igelhilfe-baselbiet.ch/kontakt
2604,yes,yes,yes,,STATION,1,Igelhilfe Schwaben e.V.,Nibelungenring 40,"[""0821/467569""]",,"[""https://www.igelhilfe-schwaben.de/""]",,"[""[\""Igel\""]""]",,https://igelhilfe-schwaben.de/kontakt-and-spendenkonto
2606,yes,yes,yes,,STATION,1,Eichhörnchen Notruf e.V.,,"[""200 200 12""]","[""service@eichhoernchen-notruf.com""]","[""https://www.eichhoernchen-notruf.com/""]",,"[""[\""hilfloses Eichh\\u00f6rnchen\"", \""aus dem Nest gefallenes Junges\"", \""mutterloses Jungtier\"", \""verletztes Eichh\\u00f6rnchen egal welchen Alters\""]""]",,https://eichhoernchen-notruf.com/
2610,no,no,yes,scope: ornithological observation society,STATION,1,Vogelkundliche Beobachtungsstation UNTERMAIN e.V.,"Berger Hang, Frankfurt am Main",,,"[""https://www.undermain.de/""]",Frankfurt am Main und Umgebung,"[""[\""V\\u00f6gel\""]""]","Unser Verein ""Vogelkundliche Beobachtungsstation UNTERMAIN e.V."" hat seinen Sitz in Bergen-Enkheim im Osten der Stadt Frankfurt am Main. Er wurde am 16.5.1924 in Frankfurt-Fechenheim von Sebastian Pfeifer und einem kleinen Kreis Gleichgesinnter aus der Taufe gehoben und bestand zunächst aus der ""Vereinigung für Vogel- und Naturschutz e. V."" und der ""Zweigberingungsstelle 'Untermain' der Staatlichen Vogelwarte Helgoland"".",https://vbu-ffm.de/aufgaben.shtml
2618,unsure,unsure,yes,scope: stork reintroduction group,LIST,1,Storchengemeinschaft Wiesbaden-Schierstein e. V.,"Postfach 130 188, 65089 Wiesbaden","[""0151/ 2752 1468""]","[""schiersteinerstoerche@gmx.de""]","[""http://www.schiersteinerst\u00f6rche.de/""]",Mainz/Wiesbaden,"[""[\""St\\u00f6rche\""]""]",,https://rlp.nabu.de/tiere-und-pflanzen/tieren-helfen/pflege-und-auffangstationen
2619,yes,yes,yes,,LIST,2,Wildvogel- und Igelpflegestation Kirchwald e.V.,"Auf der Bachhell 1, 56729 Kirchwald","[""0160/ 96714064""]","[""wildvoegel@wildvogel-pflegestation-kirchwald.org""]","[""https://www.wpskirchwald.de/"", ""http://www.wildvogel-pflegestation-kirchwald.org/""]",Mayen,"[""[\""V\\u00f6gel\"", \""Igel\""]""]",,https://rlp.nabu.de/tiere-und-pflanzen/tieren-helfen/pflege-und-auffangstationen https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-rheinland-pfalz-saarland-nrw
2621,unsure,unsure,yes,scope: stork centre,LIST,3,Aktion Pfalzstorch e.V.,"Kirchstraße 1, 76879 Bornheim","[""06348/ 610 757"", ""06348 610 757""]","[""Storchenzentrum@PfalzStorch.de"", ""storchezentrum@pfalzstorch.com""]","[""http://www.pfalzstorch.de"", ""http://www.pfalzstorch.de/"", ""https://pfalzstorch.de/storchenscheune/""]",Südpfalz,"[""[\""St\\u00f6rche\""]"", ""[\""Storche\""]""]",,https://rlp.nabu.de/tiere-und-pflanzen/tieren-helfen/pflege-und-auffangstationen https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-baden-wuerttemberg-stuttgart-tuebingen https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-rheinland-pfalz-saarland-nrw
2623,unsure,unsure,yes,scope: animal welfare ranch,LIST,1,Tierhilfeverein Keller-Ranch e.V.,"Im Wasserlauf 3, 64331 Weiterstadt","[""06150/ 5049343""]","[""Kontakt@Kellers-Ranch.de""]","[""http://www.kellers-ranch.de/""]",Weiterstadt/ Darmstadt,"[""[\""Wildtiere\""]""]",,https://rlp.nabu.de/tiere-und-pflanzen/tieren-helfen/pflege-und-auffangstationen
2632,yes,yes,no,no contact: name only,LIST,2,Private Pflegestelle Y. Schneider,,,,,Schmitten,"[""[\""S\\u00e4ugetiere\"", \""V\\u00f6gel\""]""]",Vögel nur im Notfall,https://vbu-ffm.de/pflegestationen.shtml
2652,yes,yes,yes,,LIST,2,Wildtier- und Artenschutzzentrum gemeinnützige GmbH,"Am Sender 2, 25365 Klein Offenseth-Sparrieshoop","[""+49 4121 4501939"", ""04121 450 19 39""]","[""buero@wildtier-und-artenschutzzentrum.de""]","[""https://www.wildtierstation-hamburg.de/"", ""https://www.wildtier-und-artenschutzzentrum.de/""]",Schleswig-Holstein,"[""[]"", ""[\""alle Wildv\\u00f6gel und S\\u00e4ugetier au\\u00dfer Schwarz/Rotwild\""]""]",,https://deutsche-wildtierrettung.de/wildtierauffangstationen https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-schleswig-holstein-bremen-hamburg
2656,yes,yes,yes,,LIST,1,Wildtierhilfe Sina Jakubzig,"Vosskamp 8, 25563 Quarnstedt","[""+49 173 9629024""]",,,Schleswig-Holstein,"[""[\""Wildtiere (S\\u00e4ugetiere)\""]""]",,https://deutsche-wildtierrettung.de/wildtierauffangstationen
2675,unsure,unsure,yes,scope: zoo with bird care,LIST,2,Tierpark Weißwasser e. V.,"Teichstraße 56, 02943 Weißwasser","[""03576/208366"", ""03576 20 83 66""]","[""info@tierpark-weisswasser.de""]","[""https://wp.wildvogelhilfe.org/auffangstationen/"", ""http://Tierpark-weisswasser.de""]",PLZ-Gebiet 0,"[""[\""Alle V\\u00f6gel (au\\u00dfer Kr\\u00e4hen, Elstern, Eichelh\\u00e4hern)\""]"", ""[\""Alle V\\u00f6gel ( au\\u00dfer Kr\\u00e4hnen, Elstern, Eichelh\\u00e4hern)\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-dresden-chemnitz-leipzig-sachsen https://wp.wildvogelhilfe.org/auffangstationen/auffangstationen-plz-gebiet-0
2678,yes,yes,yes,,LIST,1,Wildvogelauffangstation,01067 Dresden,,,"[""https://uzdresden.de/project/artenschutz-wvas-wildvogelstation/""]",Dresden und Umgebung,"[""[\""Wildv\\u00f6gel\""]""]",des Umweltzentrum Dresden e.V.,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-dresden-chemnitz-leipzig-sachsen
2679,unsure,unsure,yes,scope: city pigeons,LIST,1,Stadttauben-Initiative Dresden e.V.,01099 Dresden,,"[""info@stadttauben-dresden.de""]","[""https://www.facebook.com/TaubenDresden/""]",Dresden,"[""[\""Stadttauben\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-dresden-chemnitz-leipzig-sachsen
2681,yes,yes,no,no contact: town only,LIST,1,Hörnchenhausen Dresden e.V.,01129 Dresden,,,,Dresden und Umgebung,"[""[\""Eichh\\u00f6rnchen\""]""]",Auffangstation für Eichhörnchen in Dresden und Umgebung,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-dresden-chemnitz-leipzig-sachsen
2684,yes,yes,yes,,LIST,1,Eichhörnchen Pflege Pirna,01796 Pirna,"[""035 027 628 59""]",,,Pirna und Umgebung,"[""[\""Eichh\\u00f6rnchen\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-dresden-chemnitz-leipzig-sachsen
2693,yes,yes,no,no contact: town only,LIST,1,kleine Wildtiere Ballenstedt,06493 Ballenstedt,,,,Ballenstedt und Umgebung,"[""[\""kleine Wildtiere\""]""]",Aufnahme nach Kapazität. Mäuse und Ratten können nicht aufgenommen werden.,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-dresden-chemnitz-leipzig-sachsen
2696,yes,yes,yes,,LIST,1,Igelfreunde Sachsen-Anhalt e.V.,06886 Lutherstadt- Wittenberg,"[""03491 61 27 76""]",,,Sachsen-Anhalt,"[""[\""Igel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-dresden-chemnitz-leipzig-sachsen
2722,yes,yes,yes,"name: a heading, not the organisation",LIST,1,Singvögel und Nager,,"[""038355 12195""]",,,"Berlin, Brandenburg, Mecklenburg-Vorpommern","[""[\""Singv\\u00f6gel\"", \""Nager\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-berlin-brandenburg-mecklenburg-vorpommern
2726,unsure,unsure,yes,scope: zoo,LIST,1,Tierpark Stralsund,,"[""03831 253 480""]",,"[""http://zoo.stralsund.de/""]","Berlin, Brandenburg, Mecklenburg-Vorpommern","[""[\""Verschiedene Wildtiere\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-berlin-brandenburg-mecklenburg-vorpommern
2732,yes,yes,yes,,LIST,1,probird,22527 Hamburg,"[""04121 450 19 39""]",,"[""http://www.probird.de/""]",bundesweites Netzwerk,"[""[\""ver\\u00f6lte Seev\\u00f6gel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-schleswig-holstein-bremen-hamburg
2734,unsure,unsure,yes,scope: zoo,LIST,1,Tierpark Wismar,23966 Wismar,"[""0384 132 730""]",,"[""http://www.tierpark-wismar.de/""]",Mecklenburg-Vorpommern,"[""[\""Verschiedene Wildtiere\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-schleswig-holstein-bremen-hamburg
2736,yes,yes,yes,,LIST,1,Wildtierhilfe Schellhorn,24211 Preetz,,,"[""https://wildtierhilfe-schellhorn.de/ueber-den-verein/""]",Schleswig-Holstein,"[""[\""fast alle Wildtiere von der Spitzmaus bis zum Greifvogel\"", \""Exoten\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-schleswig-holstein-bremen-hamburg
2742,no,no,yes,scope: forestry office,LIST,1,Forstamt Rantzau,25355 Bullenkuhlen,"[""0412 390 25 25""]",,,Schleswig-Holstein,"[""[\""Greifv\\u00f6gel\"", \""Eulen\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-schleswig-holstein-bremen-hamburg
2751,yes,yes,yes,,LIST,1,Storchenpflegestation Müller,27283 Verden/Aller,"[""04231 731 18""]",,,Niedersachsen,"[""[\""Storchen\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-schleswig-holstein-bremen-hamburg
2757,yes,yes,yes,"name: generic role, not a name",LIST,1,Fledermausbetreuer,27383 Scheeßel,,"[""Eziegenvogel@icloud.com""]",,Niedersachsen,"[""[\""Flederm\\u00e4use\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-schleswig-holstein-bremen-hamburg
2760,yes,yes,yes,,LIST,1,Storchenpflegestation Wesermarsch,27804 Berne-Glüsing,"[""04406.18 88""]",,"[""http://www.storchenstation.de/""]",Niedersachsen,"[""[\""Storchen\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-schleswig-holstein-bremen-hamburg
2762,yes,yes,no,no contact: town only,LIST,1,Greifvogelstation Campe,28870 Ottersberg -Campe,,,,Bremen,"[""[\""heimische Greifv\\u00f6gel und Eulen\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-schleswig-holstein-bremen-hamburg
2774,no,no,no,scope: animal welfare association,LIST,1,Tierschutzverein Meerbusch,40670 Meerbusch,,,,,"[""[\""Igel\"", \""Eichh\\u00f6rnchen\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-nrw-nordrhein-westfalen
2780,yes,yes,no,no contact: town only,LIST,1,Rabenvögel und andere Wildvögel,41539 Dormagen,,,,,"[""[\""Rabenv\\u00f6gel\"", \""andere Wildv\\u00f6gel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-nrw-nordrhein-westfalen
2788,yes,yes,no,no contact: town only,LIST,1,Private Pflegestelle (Hattingen),45527 Hattingen,,,,,"[""[\""Igel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-nrw-nordrhein-westfalen
2792,unsure,unsure,yes,scope: conservation foundation,LIST,1,Naturschutzstiftung Niederrhein,46487 Wesel,"[""02064 56 737""]",,"[""http://www.naturschutzstiftung-niederrhein.de/index.php?article""]",,"[""[\""Greifv\\u00f6gel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-nrw-nordrhein-westfalen
2794,unsure,unsure,yes,scope: wildlife and fawn help,LIST,1,Wildtierhilfe Rehkitzhilfe,47533 Kleve,,"[""info@rehkitzhilfe.de""]","[""http://www.rehkitzhilfe.de/kontakt""]",,"[""[\""Drohnenarbeit Rehkitze\"", \""Igel\"", \""Eichh\\u00f6rnchen\"", \""Wildkaninchen\"", \""Feldhase\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-nrw-nordrhein-westfalen
2795,yes,yes,no,no contact: town only,LIST,1,Greifvögel und Wildtierauffangstation Kreis Kleve e.V.,47652 Weeze,,,,,"[""[\""Greifv\\u00f6gel\"", \""Eulen\"", \""Wildtiere\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-nrw-nordrhein-westfalen
2803,yes,yes,yes,,LIST,1,Greifvogelstation Köln,51147 Köln,"[""02203 1866 496""]","[""greifvogelstation@sdw.koeln""]","[""https://www.sdw-nrw-koeln.de/greifvogelstation/greifvogelschutzstation-koeln/""]",,"[""[\""Greifv\\u00f6gel\"", \""Eulen\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-rheinland-pfalz-saarland-nrw
2804,unsure,unsure,no,scope: fawn help,LIST,1,Reh-Kitzhilfe Burscheid,51399 Burscheid,,,,,"[""[\""Reh-Kitze\"", \""adulte Tiere\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-rheinland-pfalz-saarland-nrw
2816,no,no,yes,scope: leisure park,LIST,1,Eifelpark Gondorf,54439 Saarburg,"[""06565 95 660""]","[""info@eifelpark.com""]","[""http://www.eifelpark.de""]",,"[""[\""Greifv\\u00f6gel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-rheinland-pfalz-saarland-nrw
2818,no,no,no,scope: wildlife park,LIST,1,Wildpark Gonsenheim,55124 Mainz-Gonsenheim,,,,,"[""[\""Greifv\\u00f6gel\"", \""Eulen\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-rheinland-pfalz-saarland-nrw
2821,yes,yes,no,no contact: town only,LIST,1,Pflegestelle Bingen,55411 Bingen am Rhein,,,,,"[""[\""Gartenschl\\u00e4fer\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-rheinland-pfalz-saarland-nrw
2822,unsure,unsure,yes,scope: unclear,LIST,1,Klingelbachermühle,56368 Klingelbach,"[""06486 911 936""]","[""biga@klingelbachermuehle.de""]","[""http://www.klingelbachermuehle.de""]",,"[""[\""Waschb\\u00e4r\"", \""Rehkitze\"", \""Feldhase\"", \""Eichh\\u00f6rnchen\"", \""Igel\"", \""Gartenschl\\u00e4fer\"", \""Stockente\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-rheinland-pfalz-saarland-nrw
2824,no,no,yes,scope: vet,LIST,1,AniCura Kleintierzentrum Mayen,56727 Mayen,"[""02651 45 17""]","[""mayen@anicura.de""]","[""http://www.anicura.de/standorte/kleintierzentrum-mayen/""]",,"[""[]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-rheinland-pfalz-saarland-nrw
